Unnamed: 0,pl_name,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_locale,sy_dist,sy_disterr1,sy_disterr2,sy_dist.1,sy_disterr1.1,sy_disterr2.1,pl_nnotes
241,GJ 367 c,2,1,3,1,1,9.41263,0.002835,-0.002835,9.41263,0.002835,-0.002835,0.0
242,GJ 367 d,3,1,3,1,1,9.41263,0.002835,-0.002835,9.41263,0.002835,-0.002835,0.0
243,GJ 3779 b,1,1,1,1,1,13.743,0.0117,-0.0116,13.743,0.0117,-0.0116,0.0
244,GJ 3929 b,1,1,2,4,2,15.8095,0.0096,-0.0095,15.8095,0.0096,-0.0095,0.0
245,GJ 3929 c,2,1,2,1,1,15.8095,0.0096,-0.0095,15.8095,0.0096,-0.0095,0.0
246,GJ 393 b,1,1,1,1,1,7.03149,0.002485,-0.002485,7.03149,0.002485,-0.002485,1.0
247,GJ 3942 b,1,1,1,1,1,16.9287,0.00635,-0.00635,16.9287,0.00635,-0.00635,0.0
248,GJ 3998 b,1,1,2,1,1,18.1459,0.0165,-0.0165,18.1459,0.0165,-0.0165,1.0
249,GJ 3998 c,2,1,2,1,1,18.1459,0.0165,-0.0165,18.1459,0.0165,-0.0165,1.0
250,GJ 411 b,1,1,2,1,1,5.675773,0.0059099,-0.0059099,5.675773,0.0059099,-0.0059099,3.0
251,GJ 414 A b,1,2,2,1,1,11.8893,0.0067,-0.0067,11.8893,0.0067,-0.0067,3.0
252,GJ 414 A c,2,2,2,1,1,11.8893,0.0067,-0.0067,11.8893,0.0067,-0.0067,3.0
253,GJ 422 b,1,1,1,1,1,12.6631,0.0072,-0.0073,12.6631,0.0072,-0.0073,0.0
254,GJ 4276 b,1,1,1,1,1,21.3362,0.0172,-0.0172,21.3362,0.0172,-0.0172,0.0
255,GJ 433 b,1,1,3,1,1,9.06456,0.00367,-0.00367,9.06456,0.00367,-0.00367,0.0
256,GJ 433 c,2,1,3,1,1,9.06456,0.00367,-0.00367,9.06456,0.00367,-0.00367,4.0
257,GJ 433 d,3,1,3,1,1,9.06456,0.00367,-0.00367,9.06456,0.00367,-0.00367,0.0
258,GJ 436 b,1,1,1,1,1,9.75321,0.00898,-0.00896,9.75321,0.00898,-0.00896,0.0
259,GJ 463 b,1,1,1,1,1,18.3554,0.0109,-0.0109,18.3554,0.0109,-0.0109,1.0
260,GJ 480 b,1,1,1,1,1,14.2358,0.01515,-0.01515,14.2358,0.01515,-0.01515,0.0
261,GJ 486 b,1,1,1,1,1,8.07426,0.004095,-0.004095,8.07426,0.004095,-0.004095,0.0
262,GJ 504 b,1,1,1,2,1,17.5299,0.0785,-0.0778,17.5299,0.0785,-0.0778,1.0
263,GJ 514 b,1,1,1,1,3,7.61778,0.003175,-0.003175,7.61778,0.003175,-0.003175,0.0
264,GJ 536 b,1,1,1,1,1,10.4092,0.00955,-0.00955,10.4092,0.00955,-0.00955,1.0
265,GJ 581 b,1,1,3,1,1,6.2981,0.002095,-0.002095,6.2981,0.002095,-0.002095,1.0
266,GJ 581 c,2,1,3,1,1,6.2981,0.002095,-0.002095,6.2981,0.002095,-0.002095,1.0
267,GJ 581 e,4,1,3,1,1,6.2981,0.002095,-0.002095,6.2981,0.002095,-0.002095,1.0
268,GJ 625 b,1,1,1,1,1,6.47249,0.001155,-0.001155,6.47249,0.001155,-0.001155,0.0
269,GJ 649 b,1,1,1,1,1,10.3796,0.00335,-0.00335,10.3796,0.00335,-0.00335,0.0
270,GJ 667 C b,1,3,5,1,1,7.24396,0.00486,-0.00485,7.24396,0.00486,-0.00485,2.0
271,GJ 667 C c,2,3,5,1,1,7.24396,0.00486,-0.00485,7.24396,0.00486,-0.00485,2.0
272,GJ 667 C e,4,3,5,1,1,7.24396,0.00486,-0.00485,7.24396,0.00486,-0.00485,3.0
273,GJ 667 C f,5,3,5,1,1,7.24396,0.00486,-0.00485,7.24396,0.00486,-0.00485,3.0
274,GJ 667 C g,6,3,5,1,1,7.24396,0.00486,-0.00485,7.24396,0.00486,-0.00485,3.0
275,GJ 674 b,1,1,1,1,1,4.54896,0.001015,-0.001015,4.54896,0.001015,-0.001015,0.0
276,GJ 676 A b,1,2,4,1,1,16.0272,0.0101,-0.0101,16.0272,0.0101,-0.0101,4.0
277,GJ 676 A c,2,2,4,1,1,16.0272,0.0101,-0.0101,16.0272,0.0101,-0.0101,4.0
278,GJ 676 A d,3,2,4,1,1,16.0272,0.0101,-0.0101,16.0272,0.0101,-0.0101,4.0
279,GJ 676 A e,4,2,4,1,1,16.0272,0.0101,-0.0101,16.0272,0.0101,-0.0101,4.0
280,GJ 680 b,1,2,1,1,1,9.67315,0.005135,-0.005135,9.67315,0.005135,-0.005135,0.0
281,GJ 682 b,1,1,2,1,1,5.00671,0.0021,-0.0021,5.00671,0.0021,-0.0021,0.0
282,GJ 682 c,2,1,2,1,1,5.00671,0.0021,-0.0021,5.00671,0.0021,-0.0021,0.0
283,GJ 685 b,1,1,1,1,1,14.3155,0.0081,-0.0081,14.3155,0.0081,-0.0081,1.0
284,GJ 687 b,1,1,2,1,1,4.54939,0.00068,-0.00068,4.54939,0.00068,-0.00068,1.0
285,GJ 687 c,2,1,2,1,1,4.54939,0.00068,-0.00068,4.54939,0.00068,-0.00068,1.0
286,GJ 720 A b,1,2,1,1,1,15.5575,0.0061,-0.0061,15.5575,0.0061,-0.0061,1.0
287,GJ 740 b,1,1,1,1,1,11.1017,0.00605,-0.00605,11.1017,0.00605,-0.00605,0.0
288,GJ 832 b,1,1,1,1,1,4.96435,0.001065,-0.001065,4.96435,0.001065,-0.001065,1.0
289,GJ 849 b,1,1,2,1,1,8.80058,0.003615,-0.003615,8.80058,0.003615,-0.003615,0.0
290,GJ 849 c,2,1,2,1,1,8.80058,0.003615,-0.003615,8.80058,0.003615,-0.003615,0.0
291,GJ 86 b,1,2,1,1,1,10.7836,0.0054,-0.0053,10.7836,0.0054,-0.0053,4.0
292,GJ 876 b,1,1,4,1,1,4.67517,0.00167,-0.00167,4.67517,0.00167,-0.00167,0.0
293,GJ 876 c,2,1,4,1,1,4.67517,0.00167,-0.00167,4.67517,0.00167,-0.00167,0.0
294,GJ 876 d,3,1,4,1,1,4.67517,0.00167,-0.00167,4.67517,0.00167,-0.00167,1.0
295,GJ 876 e,4,1,4,1,1,4.67517,0.00167,-0.00167,4.67517,0.00167,-0.00167,0.0
296,GJ 887 b,1,1,2,1,1,3.29,0.01,-0.01,3.29,0.01,-0.01,1.0
297,GJ 887 c,2,1,2,1,1,3.29,0.01,-0.01,3.29,0.01,-0.01,1.0
298,GJ 896 A b,1,2,1,5,1,6.26022,0.003265,-0.003265,6.26022,0.003265,-0.003265,1.0
299,GJ 9066 c,2,1,1,1,1,4.471,0.00215,-0.00215,4.471,0.00215,-0.00215,1.0
300,GJ 9404 b,1,1,1,1,1,23.8839,0.0254,-0.0253,23.8839,0.0254,-0.0253,0.0
301,GJ 96 b,1,1,1,1,1,11.9315,0.0093,-0.0093,11.9315,0.0093,-0.0093,0.0
302,GJ 9689 b,1,1,1,1,1,30.6203,0.04185,-0.04185,30.6203,0.04185,-0.04185,1.0
303,GJ 9714 b,1,1,1,1,1,20.5121,0.0247,-0.0247,20.5121,0.0247,-0.0247,0.0
304,GJ 9827 b,1,1,3,4,2,29.661,0.0543,-0.0541,29.661,0.0543,-0.0541,2.0
305,GJ 9827 c,2,1,3,4,2,29.661,0.0543,-0.0541,29.661,0.0543,-0.0541,2.0
306,GJ 9827 d,3,1,3,4,2,29.661,0.0543,-0.0541,29.661,0.0543,-0.0541,2.0
307,GPX-1 b,1,1,1,4,1,655.013,17.102,-16.269,655.013,17.102,-16.269,0.0
308,GQ Lup b,1,1,1,2,1,151.169,1.096,-1.081,151.169,1.096,-1.081,1.0
309,GSC 06214-00210 b,1,1,1,2,1,108.5,0.513,-0.508,108.5,0.513,-0.508,1.0
310,GU Psc b,1,1,1,2,1,47.5501,0.1649,-0.1638,47.5501,0.1649,-0.1638,0.0
311,Gaia-1 b,1,1,1,4,2,363.66,3.058,-3.008,363.66,3.058,-3.008,0.0
312,Gaia-2 b,1,1,1,4,2,209.229,1.134,-1.121,209.229,1.134,-1.121,0.0
313,Gl 378 b,1,1,1,1,1,14.9545,0.00725,-0.00725,14.9545,0.00725,-0.00725,0.0
314,Gl 49 b,1,2,1,1,1,9.8528,0.00328,-0.00328,9.8528,0.00328,-0.00328,1.0
315,Gl 686 b,1,1,1,1,1,8.15728,0.00232,-0.00232,8.15728,0.00232,-0.00232,0.0
316,HAT-P-1 b,1,2,1,4,1,158.979,0.977,-0.965,158.979,0.977,-0.965,2.0
317,HAT-P-11 b,1,1,2,4,1,37.7647,0.0337,-0.0336,37.7647,0.0337,-0.0336,1.0
318,HAT-P-11 c,2,1,2,1,1,37.7647,0.0337,-0.0336,37.7647,0.0337,-0.0336,1.0
319,HAT-P-12 b,1,1,1,4,1,142.751,0.453,-0.45,142.751,0.453,-0.45,1.0
320,HAT-P-13 b,1,1,2,4,1,246.81,2.228,-2.188,246.81,2.228,-2.188,0.0
321,HAT-P-13 c,2,1,2,1,1,246.81,2.228,-2.188,246.81,2.228,-2.188,0.0
322,HAT-P-14 b,1,2,1,4,1,222.663,1.257,-1.244,222.663,1.257,-1.244,1.0
323,HAT-P-15 b,1,1,1,4,1,192.516,2.053,-2.01,192.516,2.053,-2.01,0.0
324,HAT-P-16 b,1,3,1,4,1,226.637,4.471,-4.305,226.637,4.471,-4.305,2.0
325,HAT-P-17 b,1,1,2,4,1,92.3831,0.4851,-0.4802,92.3831,0.4851,-0.4802,0.0
326,HAT-P-17 c,2,1,2,1,1,92.3831,0.4851,-0.4802,92.3831,0.4851,-0.4802,0.0
327,HAT-P-18 b,1,1,1,4,1,161.4,0.61,-0.605,161.4,0.61,-0.605,1.0
328,HAT-P-19 b,1,1,1,4,1,202.078,1.471,-1.451,202.078,1.471,-1.451,0.0
329,HAT-P-2 b,1,1,1,4,1,127.774,0.425,-0.423,127.774,0.425,-0.423,2.0
330,HAT-P-20 b,1,1,1,4,1,71.0374,0.1994,-0.1983,71.0374,0.1994,-0.1983,0.0
331,HAT-P-21 b,1,1,1,4,1,277.278,3.215,-3.144,277.278,3.215,-3.144,0.0
332,HAT-P-22 b,1,2,1,4,1,81.7647,0.2505,-0.2489,81.7647,0.2505,-0.2489,1.0
333,HAT-P-23 b,1,1,1,4,1,364.813,4.772,-4.653,364.813,4.772,-4.653,0.0
334,HAT-P-24 b,1,2,1,4,1,415.344,6.636,-6.435,415.344,6.636,-6.435,3.0
335,HAT-P-25 b,1,1,1,4,1,300.384,4.3,-4.182,300.384,4.3,-4.182,0.0
336,HAT-P-26 b,1,1,1,4,1,141.837,1.152,-1.133,141.837,1.152,-1.133,0.0
337,HAT-P-27 b,1,2,1,4,1,199.173,1.451,-1.43,199.173,1.451,-1.43,2.0
338,HAT-P-28 b,1,1,1,4,1,401.319,5.542,-5.395,401.319,5.542,-5.395,0.0
339,HAT-P-29 b,1,2,1,4,1,313.576,4.43,-4.31,313.576,4.43,-4.31,1.0
340,HAT-P-3 b,1,2,1,4,1,134.554,0.48,-0.477,134.554,0.48,-0.477,1.0
341,HAT-P-30 b,1,2,1,4,1,213.985,2.217,-2.173,213.985,2.217,-2.173,3.0
342,HAT-P-31 b,1,1,1,4,1,344.05,2.913,-2.865,344.05,2.913,-2.865,0.0
343,HAT-P-32 b,1,2,1,4,1,289.205,5.355,-5.167,289.205,5.355,-5.167,2.0
344,HAT-P-33 b,1,2,1,4,1,396.11,7.647,-7.368,396.11,7.647,-7.368,1.0
345,HAT-P-34 b,1,1,1,4,1,249.325,2.804,-2.744,249.325,2.804,-2.744,1.0
346,HAT-P-35 b,1,3,1,4,1,506.965,13.193,-12.551,506.965,13.193,-12.551,2.0
347,HAT-P-36 b,1,1,1,4,1,294.419,2.269,-2.235,294.419,2.269,-2.235,0.0
348,HAT-P-37 b,1,1,1,4,1,390.594,2.723,-2.686,390.594,2.723,-2.686,0.0
349,HAT-P-38 b,1,1,1,4,1,255.206,2.473,-2.427,255.206,2.473,-2.427,0.0
350,HAT-P-39 b,1,2,1,4,1,697.004,17.938,-17.075,697.004,17.938,-17.075,1.0
351,HAT-P-4 b,1,2,1,4,1,320.451,2.852,-2.802,320.451,2.852,-2.802,1.0
352,HAT-P-40 b,1,1,1,4,1,464.469,6.537,-6.361,464.469,6.537,-6.361,0.0
353,HAT-P-41 b,1,2,1,4,1,348.185,4.529,-4.417,348.185,4.529,-4.417,2.0
354,HAT-P-42 b,1,1,1,4,1,405.238,7.779,-7.496,405.238,7.779,-7.496,0.0
355,HAT-P-43 b,1,1,1,4,1,528.825,7.587,-7.379,528.825,7.587,-7.379,0.0
356,HAT-P-44 b,1,1,2,4,1,347.85,2.226,-2.199,347.85,2.226,-2.199,0.0
357,HAT-P-44 c,2,1,2,1,1,347.85,2.226,-2.199,347.85,2.226,-2.199,0.0
358,HAT-P-45 b,1,1,1,4,1,298.64,6.031,-5.801,298.64,6.031,-5.801,0.0
359,HAT-P-46 b,1,1,1,4,1,290.736,5.11,-4.94,290.736,5.11,-4.94,0.0
360,HAT-P-49 b,1,1,1,4,1,350.351,3.552,-3.482,350.351,3.552,-3.482,0.0
361,HAT-P-5 b,1,1,1,4,1,303.336,1.812,-1.791,303.336,1.812,-1.791,0.0
362,HAT-P-50 b,1,1,1,4,1,515.458,16.696,-15.697,515.458,16.696,-15.697,0.0
363,HAT-P-51 b,1,1,1,4,1,440.089,8.189,-7.901,440.089,8.189,-7.901,0.0
364,HAT-P-52 b,1,1,1,4,1,361.155,4.2875,-4.2875,361.155,4.2875,-4.2875,0.0
365,HAT-P-53 b,1,1,1,4,1,666.802,15.276,-14.619,666.802,15.276,-14.619,0.0
366,HAT-P-54 b,1,1,1,4,1,143.651,0.583,-0.579,143.651,0.583,-0.579,0.0
367,HAT-P-55 b,1,1,1,4,1,511.388,3.634,-3.585,511.388,3.634,-3.585,0.0
368,HAT-P-56 b,1,1,1,4,1,320.639,5.652,-5.463,320.639,5.652,-5.463,0.0
369,HAT-P-57 b,1,3,1,4,1,279.86,3.249,-3.176,279.86,3.249,-3.176,2.0
370,HAT-P-58 b,1,1,1,4,1,515.59,12.777,-12.184,515.59,12.777,-12.184,0.0
371,HAT-P-59 b,1,1,1,4,1,265.471,1.374,-1.36,265.471,1.374,-1.36,0.0
372,HAT-P-6 b,1,1,1,4,1,275.358,3.636,-3.545,275.358,3.636,-3.545,0.0
373,HAT-P-60 b,1,1,1,4,1,233.22,2.687,-2.627,233.22,2.687,-2.627,0.0
374,HAT-P-61 b,1,1,1,4,1,338.84,4.149,-4.051,338.84,4.149,-4.051,0.0
375,HAT-P-62 b,1,1,1,4,1,348.815,4.951,-4.816,348.815,4.951,-4.816,0.0
376,HAT-P-63 b,1,1,1,4,1,4483.05,3720.23,-2222.73,4483.05,3720.23,-2222.73,1.0
377,HAT-P-64 b,1,1,1,4,1,651.897,15.413,-14.728,651.897,15.413,-14.728,0.0
378,HAT-P-65 b,1,1,1,4,1,738.519,19.924,-18.922,738.519,19.924,-18.922,0.0
379,HAT-P-66 b,1,1,1,4,1,935.456,24.361,-23.177,935.456,24.361,-23.177,0.0
380,HAT-P-67 b,1,2,1,4,1,371.686,3.563,-3.497,371.686,3.563,-3.497,2.0
381,HAT-P-68 b,1,1,1,4,1,202.152,0.953,-0.943,202.152,0.953,-0.943,0.0
382,HAT-P-69 b,1,1,1,4,1,341.263,5.116,-4.969,341.263,5.116,-4.969,0.0
383,HAT-P-7 b,1,2,1,4,1,341.079,2.431,-2.397,341.079,2.431,-2.397,4.0
384,HAT-P-70 b,1,1,1,4,1,330.739,6.818,-6.552,330.739,6.818,-6.552,0.0
385,HAT-P-8 b,1,3,1,4,1,211.553,1.709,-1.682,211.553,1.709,-1.682,3.0
386,HAT-P-9 b,1,1,1,4,1,455.203,8.968,-8.635,455.203,8.968,-8.635,0.0
387,HATS-1 b,1,1,1,4,1,283.971,3.778,-3.682,283.971,3.778,-3.682,0.0
388,HATS-10 b,1,1,1,4,1,534.889,7.724,-7.512,534.889,7.724,-7.512,0.0
389,HATS-11 b,1,1,1,4,1,944.603,32.262,-30.233,944.603,32.262,-30.233,0.0
390,HATS-12 b,1,1,1,4,1,746.138,4.8765,-4.7835,746.138,4.8765,-4.7835,0.0
391,HATS-13 b,1,1,1,4,1,421.855,8.501,-8.177,421.855,8.501,-8.177,0.0
392,HATS-14 b,1,1,1,4,1,513.011,9.287,-8.968,513.011,9.287,-8.968,1.0
393,HATS-15 b,1,1,1,4,1,1139.55,99.7,-85.11,1139.55,99.7,-85.11,0.0
394,HATS-16 b,1,1,1,4,1,757.044,13.735,-13.262,757.044,13.735,-13.262,0.0
395,HATS-17 b,1,1,1,4,1,400.331,10.228,-9.74,400.331,10.228,-9.74,0.0
396,HATS-18 b,1,1,1,4,1,624.368,16.147,-15.366,624.368,16.147,-15.366,0.0
397,HATS-2 b,1,1,1,4,1,341.925,3.674,-3.598,341.925,3.674,-3.598,0.0
398,HATS-22 b,1,1,1,4,1,229.518,1.612,-1.59,229.518,1.612,-1.59,0.0
399,HATS-23 b,1,1,1,4,1,639.004,9.609,-9.334,639.004,9.609,-9.334,0.0
400,HATS-24 b,1,1,1,4,1,494.182,12.468,-11.88,494.182,12.468,-11.88,1.0
401,HATS-25 b,1,1,1,4,1,471.158,9.125,-8.79,471.158,9.125,-8.79,0.0
402,HATS-26 b,1,1,1,4,1,861.843,25.218,-23.847,861.843,25.218,-23.847,0.0
403,HATS-27 b,1,1,1,4,1,816.988,41.072,-37.381,816.988,41.072,-37.381,0.0
404,HATS-28 b,1,1,1,4,1,535.383,7.926,-7.703,535.383,7.926,-7.703,0.0
405,HATS-29 b,1,1,1,4,1,353.891,4.986,-4.852,353.891,4.986,-4.852,0.0
406,HATS-3 b,1,1,1,4,1,411.211,7.896,-7.608,411.211,7.896,-7.608,0.0
407,HATS-30 b,1,2,1,4,1,342.14,2.936,-2.888,342.14,2.936,-2.888,1.0
408,HATS-31 b,1,1,1,4,1,773.974,20.317,-19.321,773.974,20.317,-19.321,0.0
409,HATS-32 b,1,1,1,4,1,745.116,17.503,-16.731,745.116,17.503,-16.731,0.0
410,HATS-33 b,1,1,1,4,1,248.46,2.164,-2.127,248.46,2.164,-2.127,0.0
411,HATS-34 b,1,1,1,4,1,508.842,3.896,-3.896,508.842,3.896,-3.896,0.0
412,HATS-35 b,1,1,1,4,1,514.555,10.199,-9.817,514.555,10.199,-9.817,0.0
413,HATS-36 b,1,1,1,4,1,856.436,21.874,-20.829,856.436,21.874,-20.829,1.0
414,HATS-37 A b,1,2,1,4,1,211.896,2.803,-2.733,211.896,2.803,-2.733,1.0
415,HATS-38 b,1,1,1,4,1,343.525,5.122,-4.976,343.525,5.122,-4.976,0.0
416,HATS-39 b,1,1,1,4,1,878.521,79.923,-67.787,878.521,79.923,-67.787,0.0
417,HATS-4 b,1,1,1,4,1,416.459,2.726,-2.691,416.459,2.726,-2.691,0.0
418,HATS-40 b,1,1,1,4,1,1342.29,31.8,-30.39,1342.29,31.8,-30.39,0.0
419,HATS-41 b,1,1,1,4,1,737.668,14.203,-13.685,737.668,14.203,-13.685,0.0
420,HATS-42 b,1,1,1,4,1,800.377,10.533,-10.269,800.377,10.533,-10.269,0.0
421,HATS-43 b,1,1,1,4,1,362.273,2.259,-2.232,362.273,2.259,-2.232,0.0
422,HATS-44 b,1,1,1,4,1,446.035,3.241,-3.196,446.035,3.241,-3.196,0.0
423,HATS-45 b,1,1,1,4,1,772.11,11.303,-10.987,772.11,11.303,-10.987,0.0
424,HATS-46 b,1,1,1,4,1,453.808,3.927,-3.861,453.808,3.927,-3.861,0.0
425,HATS-47 b,1,1,1,4,1,300.67,3.853,-3.759,300.67,3.853,-3.759,1.0
426,HATS-48 A b,1,2,1,4,1,263.609,1.669,-1.649,263.609,1.669,-1.649,2.0
427,HATS-49 b,1,1,1,4,1,324.413,2.387,-2.353,324.413,2.387,-2.353,1.0
428,HATS-5 b,1,1,1,4,1,246.384,1.742,-1.719,246.384,1.742,-1.719,0.0
429,HATS-50 b,1,1,1,4,1,756.742,16.978,-16.261,756.742,16.978,-16.261,0.0
430,HATS-51 b,1,1,1,4,1,389.57,3.949,-3.872,389.57,3.949,-3.872,0.0
431,HATS-52 b,1,1,1,4,1,555.134,6.057,-6.057,555.134,6.057,-6.057,0.0
432,HATS-53 b,1,1,1,4,1,585.77,8.501,-8.265,585.77,8.501,-8.265,0.0
433,HATS-54 b,1,1,1,4,1,748.585,22.665,-21.392,748.585,22.665,-21.392,0.0
434,HATS-55 b,1,1,1,4,1,609.838,6.099,-5.982,609.838,6.099,-5.982,0.0
435,HATS-56 b,1,1,1,4,1,564.409,11.513,-11.07,564.409,11.513,-11.07,0.0
436,HATS-57 b,1,1,1,4,1,279.485,3.118,-3.05,279.485,3.118,-3.05,0.0
437,HATS-58 A b,1,2,1,4,1,403.591,4.8765,-4.7835,403.591,4.8765,-4.7835,1.0
438,HATS-59 b,1,1,2,4,1,642.884,13.94,-13.371,642.884,13.94,-13.371,0.0
439,HATS-59 c,2,1,2,1,1,642.884,13.94,-13.371,642.884,13.94,-13.371,0.0
440,HATS-6 b,1,1,1,4,1,169.318,1.065,-1.051,169.318,1.065,-1.051,0.0
441,HATS-60 b,1,1,1,4,1,486.474,8.584,-8.296,486.474,8.584,-8.296,0.0
442,HATS-61 b,1,1,1,4,1,679.761,8.732,-8.518,679.761,8.732,-8.518,0.0
443,HATS-62 b,1,1,1,4,1,523.067,10.426,-10.033,523.067,10.426,-10.033,0.0
444,HATS-63 b,1,1,1,4,1,623.232,6.092,-5.977,623.232,6.092,-5.977,0.0
445,HATS-64 b,1,1,1,4,1,1080.15,42.25,-39.24,1080.15,42.25,-39.24,0.0
446,HATS-65 b,1,2,1,4,1,493.32,12.619,-12.015,493.32,12.619,-12.015,1.0
447,HATS-66 b,1,1,1,4,1,1477.98,36.6,-34.9,1477.98,36.6,-34.9,0.0
448,HATS-67 b,1,1,1,4,1,960.109,24.025,-22.9,960.109,24.025,-22.9,0.0
449,HATS-68 b,1,1,1,4,1,603.955,10.371,-10.034,603.955,10.371,-10.034,0.0
450,HATS-69 b,1,1,1,4,1,414.537,3.545,-3.487,414.537,3.545,-3.487,0.0
451,HATS-7 b,1,1,1,4,1,240.707,1.649,-1.628,240.707,1.649,-1.628,0.0
452,HATS-70 b,1,1,1,4,1,1458.83,68.6,-62.81,1458.83,68.6,-62.81,0.0
453,HATS-71 b,1,1,1,4,1,140.225,0.865,-0.855,140.225,0.865,-0.855,0.0
454,HATS-72 b,1,1,1,4,1,127.589,0.614,-0.609,127.589,0.614,-0.609,1.0
455,HATS-74 A b,1,2,1,4,1,299.389,7.188,-6.865,299.389,7.188,-6.865,0.0
456,HATS-75 b,1,1,1,4,1,194.964,1.125,-1.111,194.964,1.125,-1.111,0.0
457,HATS-76 b,1,1,1,4,1,385.689,5.7415,-5.7415,385.689,5.7415,-5.7415,0.0
458,HATS-77 b,1,1,1,4,1,436.176,10.91,-10.4,436.176,10.91,-10.4,0.0
459,HATS-8 b,1,1,1,4,1,794.637,19.412,-18.524,794.637,19.412,-18.524,0.0
460,HATS-9 b,1,1,1,4,1,638.7,12.633,-12.16,638.7,12.633,-12.16,0.0
461,HD 100546 b,1,1,1,2,1,109.677,0.621,-0.613,109.677,0.621,-0.613,2.0
462,HD 100655 b,1,2,1,1,1,137.178,0.895,-0.895,137.178,0.895,-0.895,1.0
463,HD 100777 b,1,1,1,1,1,49.5336,0.1459,-0.1451,49.5336,0.1459,-0.1451,1.0
464,HD 10180 c,2,1,6,1,1,38.9607,0.0387,-0.0386,38.9607,0.0387,-0.0386,0.0
465,HD 10180 d,3,1,6,1,1,38.9607,0.0387,-0.0386,38.9607,0.0387,-0.0386,0.0
466,HD 10180 e,4,1,6,1,1,38.9607,0.0387,-0.0386,38.9607,0.0387,-0.0386,0.0
467,HD 10180 f,5,1,6,1,1,38.9607,0.0387,-0.0386,38.9607,0.0387,-0.0386,0.0
468,HD 10180 g,6,1,6,1,1,38.9607,0.0387,-0.0386,38.9607,0.0387,-0.0386,0.0
469,HD 10180 h,7,1,6,1,1,38.9607,0.0387,-0.0386,38.9607,0.0387,-0.0386,0.0
470,HD 101930 b,1,2,1,1,1,30.0274,0.0409,-0.0407,30.0274,0.0409,-0.0407,3.0
471,HD 102117 b,1,1,1,1,1,39.5792,0.0646,-0.0644,39.5792,0.0646,-0.0644,2.0
472,HD 102195 b,1,1,1,1,1,29.3386,0.0482,-0.048,29.3386,0.0482,-0.048,2.0
473,HD 102272 b,1,1,1,1,1,347.097,13.7975,-13.7975,347.097,13.7975,-13.7975,0.0
474,HD 102329 b,1,1,2,1,1,217.107,3.172,-3.083,217.107,3.172,-3.083,0.0
475,HD 102329 c,2,1,2,1,1,217.107,3.172,-3.083,217.107,3.172,-3.083,0.0
476,HD 102365 b,1,2,1,1,1,9.2894,0.01424,-0.0142,9.2894,0.01424,-0.0142,3.0
477,HD 102843 b,1,1,1,1,1,62.758,0.2124,-0.2111,62.758,0.2124,-0.2111,0.0
478,HD 102956 b,1,2,1,1,1,121.89,0.4345,-0.4345,121.89,0.4345,-0.4345,1.0
479,HD 103197 b,1,1,1,1,1,57.1463,0.097,-0.0967,57.1463,0.097,-0.0967,0.0
480,HD 103720 b,1,1,1,1,1,45.5352,0.1032,-0.1026,45.5352,0.1032,-0.1026,0.0
481,HD 103774 b,1,2,1,1,1,56.4089,0.1785,-0.1774,56.4089,0.1785,-0.1774,1.0
482,HD 103891 b,1,1,1,1,1,55.5213,0.4446,-0.4378,55.5213,0.4446,-0.4378,0.0
483,HD 103949 b,1,1,1,1,1,26.4997,0.0538,-0.0537,26.4997,0.0538,-0.0537,0.0
484,HD 104067 b,1,1,1,1,1,20.3632,0.0245,-0.0244,20.3632,0.0245,-0.0244,1.0
485,HD 10442 b,1,1,1,1,1,135.374,1.3395,-1.3395,135.374,1.3395,-1.3395,0.0
486,HD 104985 b,1,1,1,1,1,100.576,0.719,-0.719,100.576,0.719,-0.719,0.0
487,HD 105618 b,1,1,2,1,1,70.0837,0.2478,-0.2462,70.0837,0.2478,-0.2462,0.0
488,HD 105618 c,2,1,2,1,1,70.0837,0.2478,-0.2462,70.0837,0.2478,-0.2462,0.0
489,HD 105779 b,1,1,1,1,1,55.2411,0.17,-0.169,55.2411,0.17,-0.169,0.0
490,HD 106252 b,1,1,1,1,1,38.185,0.079,-0.0787,38.185,0.079,-0.0787,2.0
491,HD 106270 b,1,1,1,1,1,93.808,0.5686,-0.5686,93.808,0.5686,-0.5686,0.0
492,HD 106315 b,1,1,2,4,2,109.353,0.691,-0.681,109.353,0.691,-0.681,1.0
493,HD 106315 c,2,1,2,4,2,109.353,0.691,-0.681,109.353,0.691,-0.681,0.0
494,HD 10647 b,1,1,1,1,1,17.3357,0.0223,-0.0223,17.3357,0.0223,-0.0223,1.0
495,HD 106515 A b,1,2,1,1,1,34.0915,0.0856,-0.0851,34.0915,0.0856,-0.0851,3.0
496,HD 106906 b,1,1,1,2,1,103.029,0.461,-0.457,103.029,0.461,-0.457,1.0
497,HD 10697 b,1,1,1,1,1,33.1205,0.0442,-0.0442,33.1205,0.0442,-0.0442,0.0
498,HD 107148 b,1,2,2,1,1,49.4156,0.116,-0.1154,49.4156,0.116,-0.1154,2.0
499,HD 107148 c,2,2,2,1,1,49.4156,0.116,-0.1154,49.4156,0.116,-0.1154,2.0
500,HD 108147 b,1,1,1,1,1,38.92,0.0488,-0.0487,38.92,0.0488,-0.0487,1.0
501,HD 108202 b,1,1,1,1,1,38.6846,0.0675,-0.0673,38.6846,0.0675,-0.0673,1.0
