Unnamed: 0,pl_name,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_locale,sy_dist,sy_disterr1,sy_disterr2,sy_dist.1,sy_disterr1.1,sy_disterr2.1,pl_nnotes
3052,Kepler-1820 b,1,1,1,4,2,1425.39,59.7,-55.15,1425.39,59.7,-55.15,0.0
3053,Kepler-1821 b,1,1,1,4,2,799.699,12.0365,-12.0365,799.699,12.0365,-12.0365,0.0
3054,Kepler-1822 b,1,1,1,4,2,897.597,30.699,-28.766,897.597,30.699,-28.766,0.0
3055,Kepler-1823 b,1,1,1,4,2,724.971,8.524,-8.331,724.971,8.524,-8.331,0.0
3056,Kepler-1824 b,1,1,1,4,2,1040.1,26.41,-25.15,1040.1,26.41,-25.15,0.0
3057,Kepler-1825 b,1,1,1,4,2,430.254,3.344,-3.344,430.254,3.344,-3.344,0.0
3058,Kepler-1826 b,1,1,1,4,2,336.952,3.1575,-3.1575,336.952,3.1575,-3.1575,0.0
3059,Kepler-1827 b,1,1,1,4,2,686.461,7.863,-7.863,686.461,7.863,-7.863,0.0
3060,Kepler-1828 b,1,1,1,4,2,871.81,17.8935,-17.8935,871.81,17.8935,-17.8935,0.0
3061,Kepler-1829 b,1,1,1,4,2,679.921,9.734,-9.467,679.921,9.734,-9.467,0.0
3062,Kepler-183 b,1,1,2,4,2,1050.64,27.69,-27.69,1050.64,27.69,-27.69,1.0
3063,Kepler-183 c,2,1,2,4,2,1050.64,27.69,-27.69,1050.64,27.69,-27.69,1.0
3064,Kepler-1830 b,1,1,1,4,2,1056.88,19.185,-19.185,1056.88,19.185,-19.185,0.0
3065,Kepler-1831 b,1,1,1,4,2,1053.49,20.97,-20.19,1053.49,20.97,-20.19,0.0
3066,Kepler-1832 b,1,1,1,4,2,486.174,5.3715,-5.3715,486.174,5.3715,-5.3715,0.0
3067,Kepler-1833 b,1,1,1,4,2,591.602,7.583,-7.396,591.602,7.583,-7.396,0.0
3068,Kepler-1834 b,1,1,2,4,2,500.395,8.326,-8.063,500.395,8.326,-8.063,0.0
3069,Kepler-1834 c,2,1,2,4,2,500.395,8.326,-8.063,500.395,8.326,-8.063,0.0
3070,Kepler-1835 b,1,1,1,4,2,1404.38,54.7,-50.82,1404.38,54.7,-50.82,0.0
3071,Kepler-1836 b,1,1,1,4,2,1472.62,71.77,-65.5,1472.62,71.77,-65.5,0.0
3072,Kepler-1837 b,1,1,1,4,2,1229.18,48.31,-44.85,1229.18,48.31,-44.85,0.0
3073,Kepler-1838 b,1,1,1,4,2,451.242,4.866,-4.765,451.242,4.866,-4.765,0.0
3074,Kepler-1839 b,1,1,1,4,2,1136.6,24.98,-23.95,1136.6,24.98,-23.95,0.0
3075,Kepler-184 b,1,1,3,4,2,610.326,6.0115,-6.0115,610.326,6.0115,-6.0115,1.0
3076,Kepler-184 c,2,1,3,4,2,610.326,6.0115,-6.0115,610.326,6.0115,-6.0115,1.0
3077,Kepler-184 d,3,1,3,4,2,610.326,6.0115,-6.0115,610.326,6.0115,-6.0115,1.0
3078,Kepler-1840 b,1,1,1,4,2,513.107,6.7205,-6.7205,513.107,6.7205,-6.7205,0.0
3079,Kepler-1841 b,1,1,1,4,2,631.7,7.422,-7.255,631.7,7.422,-7.255,0.0
3080,Kepler-1842 b,1,1,1,4,2,923.551,19.233,-18.478,923.551,19.233,-18.478,0.0
3081,Kepler-1843 b,1,1,1,4,2,784.625,14.023,-14.023,784.625,14.023,-14.023,0.0
3082,Kepler-1844 b,1,1,1,4,2,1804.36,133.03,-116.21,1804.36,133.03,-116.21,0.0
3083,Kepler-1845 b,1,1,1,4,2,710.724,17.045,-17.045,710.724,17.045,-17.045,0.0
3084,Kepler-1846 b,1,1,1,4,2,374.615,2.4155,-2.4155,374.615,2.4155,-2.4155,0.0
3085,Kepler-1847 b,1,1,1,4,2,1693.86,128.57,-111.91,1693.86,128.57,-111.91,0.0
3086,Kepler-1848 b,1,1,1,4,2,309.696,1.518,-1.504,309.696,1.518,-1.504,0.0
3087,Kepler-1849 b,1,1,1,4,2,631.884,11.752,-11.337,631.884,11.752,-11.337,0.0
3088,Kepler-185 b,1,1,2,4,2,466.735,4.744,-4.652,466.735,4.744,-4.652,1.0
3089,Kepler-185 c,2,1,2,4,2,466.735,4.744,-4.652,466.735,4.744,-4.652,1.0
3090,Kepler-1850 b,1,1,1,4,2,250.199,1.333,-1.319,250.199,1.333,-1.319,0.0
3091,Kepler-1851 b,1,1,1,4,2,1589.81,75.41,-69.0,1589.81,75.41,-69.0,0.0
3092,Kepler-1852 b,1,1,1,4,2,772.481,15.693,-15.091,772.481,15.693,-15.091,0.0
3093,Kepler-1853 b,1,1,1,4,2,562.348,8.673,-8.418,562.348,8.673,-8.418,0.0
3094,Kepler-1854 b,1,1,1,4,2,423.348,4.8765,-4.7835,423.348,4.8765,-4.7835,0.0
3095,Kepler-1855 b,1,1,1,4,2,415.17,4.8765,-4.7835,415.17,4.8765,-4.7835,0.0
3096,Kepler-1856 b,1,1,1,4,2,848.76,24.092,-22.821,848.76,24.092,-22.821,0.0
3097,Kepler-1857 b,1,1,1,4,2,853.275,17.349,-16.683,853.275,17.349,-16.683,0.0
3098,Kepler-1858 b,1,1,1,4,2,833.055,24.544,-24.544,833.055,24.544,-24.544,0.0
3099,Kepler-1859 b,1,1,2,4,2,1331.25,43.265,-43.265,1331.25,43.265,-43.265,0.0
3100,Kepler-1859 c,2,1,2,4,2,1331.25,43.265,-43.265,1331.25,43.265,-43.265,0.0
3101,Kepler-186 b,1,1,5,4,2,177.594,0.774,-0.774,177.594,0.774,-0.774,1.0
3102,Kepler-186 c,2,1,5,4,2,177.594,0.774,-0.774,177.594,0.774,-0.774,1.0
3103,Kepler-186 d,3,1,5,4,2,177.594,0.774,-0.774,177.594,0.774,-0.774,1.0
3104,Kepler-186 e,4,1,5,4,2,177.594,0.774,-0.774,177.594,0.774,-0.774,1.0
3105,Kepler-186 f,5,1,5,4,2,177.594,0.774,-0.774,177.594,0.774,-0.774,2.0
3106,Kepler-1860 b,1,1,1,4,2,438.703,2.628,-2.597,438.703,2.628,-2.597,0.0
3107,Kepler-1861 b,1,1,1,4,2,829.985,12.3095,-12.3095,829.985,12.3095,-12.3095,0.0
3108,Kepler-1862 b,1,1,1,4,2,1232.19,48.0,-44.59,1232.19,48.0,-44.59,0.0
3109,Kepler-1863 b,1,1,1,4,2,865.546,11.6365,-11.6365,865.546,11.6365,-11.6365,0.0
3110,Kepler-1864 b,1,1,1,4,2,298.894,1.854,-1.831,298.894,1.854,-1.831,0.0
3111,Kepler-1865 b,1,1,1,4,2,922.255,27.387,-25.877,922.255,27.387,-25.877,0.0
3112,Kepler-1866 b,1,1,1,4,2,976.737,18.317,-17.666,976.737,18.317,-17.666,0.0
3113,Kepler-1867 b,1,1,1,4,2,680.583,7.096,-6.954,680.583,7.096,-6.954,0.0
3114,Kepler-1868 b,1,1,1,4,2,274.18,0.9505,-0.9505,274.18,0.9505,-0.9505,0.0
3115,Kepler-1869 b,1,1,2,4,2,113.025,0.291,-0.291,113.025,0.291,-0.291,0.0
3116,Kepler-1869 c,2,1,2,4,2,113.025,0.291,-0.291,113.025,0.291,-0.291,0.0
3117,Kepler-187 b,1,1,2,4,2,1143.0,33.31,-31.51,1143.0,33.31,-31.51,1.0
3118,Kepler-187 c,2,1,2,4,2,1143.0,33.31,-31.51,1143.0,33.31,-31.51,1.0
3119,Kepler-1870 b,1,1,1,4,2,407.216,2.752,-2.716,407.216,2.752,-2.716,0.0
3120,Kepler-1871 b,1,1,1,4,2,854.623,16.7485,-16.7485,854.623,16.7485,-16.7485,0.0
3121,Kepler-1872 b,1,1,1,4,2,840.182,22.353,-21.244,840.182,22.353,-21.244,0.0
3122,Kepler-1873 b,1,1,1,4,2,820.957,26.2335,-26.2335,820.957,26.2335,-26.2335,0.0
3123,Kepler-1874 b,1,1,1,4,2,408.007,4.8765,-4.7835,408.007,4.8765,-4.7835,0.0
3124,Kepler-1875 b,1,1,1,4,2,1660.45,140.93,-120.86,1660.45,140.93,-120.86,0.0
3125,Kepler-1876 b,1,1,1,4,2,259.935,1.797,-1.773,259.935,1.797,-1.773,0.0
3126,Kepler-1877 b,1,1,1,4,2,285.312,1.865,-1.841,285.312,1.865,-1.841,0.0
3127,Kepler-1878 b,1,1,1,4,2,1494.3,57.8,-53.71,1494.3,57.8,-53.71,0.0
3128,Kepler-1879 b,1,1,1,4,2,627.171,8.988,-8.741,627.171,8.988,-8.741,0.0
3129,Kepler-188 b,1,1,2,4,2,968.544,22.38,-21.409,968.544,22.38,-21.409,1.0
3130,Kepler-188 c,2,1,2,4,2,968.544,22.38,-21.409,968.544,22.38,-21.409,1.0
3131,Kepler-1880 b,1,1,1,4,2,611.041,12.203,-11.743,611.041,12.203,-11.743,0.0
3132,Kepler-1881 b,1,1,1,4,2,1057.21,40.825,-40.825,1057.21,40.825,-40.825,0.0
3133,Kepler-1882 b,1,1,1,4,2,443.371,4.273,-4.194,443.371,4.273,-4.194,0.0
3134,Kepler-1883 b,1,1,1,4,2,1377.61,70.81,-64.32,1377.61,70.81,-64.32,0.0
3135,Kepler-1884 b,1,1,1,4,2,1443.09,54.04,-50.34,1443.09,54.04,-50.34,0.0
3136,Kepler-1885 b,1,1,1,4,2,818.482,14.945,-14.429,818.482,14.945,-14.429,0.0
3137,Kepler-1886 b,1,1,1,4,2,1059.51,39.72,-37.0,1059.51,39.72,-37.0,0.0
3138,Kepler-1887 b,1,1,1,4,2,1366.18,78.15,-70.28,1366.18,78.15,-70.28,0.0
3139,Kepler-1888 b,1,1,1,4,2,402.947,4.585,-4.485,402.947,4.585,-4.485,0.0
3140,Kepler-1889 b,1,1,1,4,2,1395.13,69.24,-63.08,1395.13,69.24,-63.08,0.0
3141,Kepler-189 b,1,1,2,4,2,591.534,7.134,-6.969,591.534,7.134,-6.969,1.0
3142,Kepler-189 c,2,1,2,4,2,591.534,7.134,-6.969,591.534,7.134,-6.969,1.0
3143,Kepler-1890 b,1,1,1,4,2,529.596,6.754,-6.588,529.596,6.754,-6.588,0.0
3144,Kepler-1891 b,1,1,1,4,2,596.24,6.0705,-6.0705,596.24,6.0705,-6.0705,0.0
3145,Kepler-1892 b,1,1,1,4,2,851.595,25.704,-24.265,851.595,25.704,-24.265,0.0
3146,Kepler-1893 b,1,1,1,4,2,1050.72,27.41,-26.07,1050.72,27.41,-26.07,0.0
3147,Kepler-1894 b,1,1,2,4,2,935.191,24.745,-23.523,935.191,24.745,-23.523,0.0
3148,Kepler-1894 c,2,1,2,4,2,935.191,24.745,-23.523,935.191,24.745,-23.523,0.0
3149,Kepler-1895 b,1,1,1,4,2,984.187,29.853,-28.173,984.187,29.853,-28.173,0.0
3150,Kepler-1896 b,1,1,1,4,2,1732.91,100.03,-89.87,1732.91,100.03,-89.87,0.0
3151,Kepler-1897 b,1,1,1,4,2,983.174,37.276,-34.689,983.174,37.276,-34.689,0.0
3152,Kepler-1898 b,1,1,1,4,2,360.921,1.897,-1.878,360.921,1.897,-1.878,0.0
3153,Kepler-1899 b,1,1,1,4,2,711.509,18.482,-18.482,711.509,18.482,-18.482,0.0
3154,Kepler-19 b,1,1,3,4,2,218.562,0.975,-0.966,218.562,0.975,-0.966,1.0
3155,Kepler-19 c,2,1,3,10,2,218.562,0.975,-0.966,218.562,0.975,-0.966,0.0
3156,Kepler-19 d,3,1,3,1,1,218.562,0.975,-0.966,218.562,0.975,-0.966,0.0
3157,Kepler-190 b,1,1,2,4,2,433.387,2.767,-2.733,433.387,2.767,-2.733,1.0
3158,Kepler-190 c,2,1,2,4,2,433.387,2.767,-2.733,433.387,2.767,-2.733,1.0
3159,Kepler-1900 b,1,1,1,4,2,1540.43,84.63,-76.4,1540.43,84.63,-76.4,0.0
3160,Kepler-1901 b,1,1,1,4,2,1028.37,25.8,-24.58,1028.37,25.8,-24.58,0.0
3161,Kepler-1902 b,1,1,1,4,2,344.337,6.478,-6.247,344.337,6.478,-6.247,0.0
3162,Kepler-1903 b,1,1,1,4,2,1775.44,79.1,-72.76,1775.44,79.1,-72.76,0.0
3163,Kepler-1904 b,1,1,1,4,2,270.854,2.2715,-2.2715,270.854,2.2715,-2.2715,0.0
3164,Kepler-1905 b,1,1,1,4,2,1051.53,32.45,-32.45,1051.53,32.45,-32.45,0.0
3165,Kepler-1906 b,1,1,1,4,2,1360.63,51.75,-48.14,1360.63,51.75,-48.14,0.0
3166,Kepler-1907 b,1,1,2,4,2,292.111,1.333,-1.322,292.111,1.333,-1.322,0.0
3167,Kepler-1907 c,2,1,2,4,2,292.111,1.333,-1.322,292.111,1.333,-1.322,0.0
3168,Kepler-1909 b,1,1,1,4,2,763.662,17.9405,-17.9405,763.662,17.9405,-17.9405,0.0
3169,Kepler-191 b,1,1,3,4,2,594.464,7.885,-7.885,594.464,7.885,-7.885,1.0
3170,Kepler-191 c,2,1,3,4,2,594.464,7.885,-7.885,594.464,7.885,-7.885,1.0
3171,Kepler-191 d,3,1,3,4,2,594.464,7.885,-7.885,594.464,7.885,-7.885,1.0
3172,Kepler-1910 b,1,1,1,4,2,415.17,4.8765,-4.7835,415.17,4.8765,-4.7835,0.0
3173,Kepler-1911 b,1,1,1,4,2,269.912,2.028,-1.998,269.912,2.028,-1.998,0.0
3174,Kepler-1912 b,1,1,1,4,2,297.017,1.825,-1.803,297.017,1.825,-1.803,0.0
3175,Kepler-1913 b,1,1,1,4,2,876.3,20.85,-19.919,876.3,20.85,-19.919,0.0
3176,Kepler-1914 b,1,1,1,4,2,1621.56,86.22,-78.08,1621.56,86.22,-78.08,0.0
3177,Kepler-1915 b,1,1,1,4,2,1514.66,79.11,-71.74,1514.66,79.11,-71.74,0.0
3178,Kepler-1916 b,1,1,1,4,2,2055.82,174.19,-149.52,2055.82,174.19,-149.52,0.0
3179,Kepler-1917 b,1,1,1,4,2,909.037,25.025,-25.025,909.037,25.025,-25.025,0.0
3180,Kepler-1918 b,1,1,1,4,2,1030.11,35.29,-33.059,1030.11,35.29,-33.059,0.0
3181,Kepler-1919 b,1,1,1,4,2,1177.53,52.74,-48.48,1177.53,52.74,-48.48,0.0
3182,Kepler-192 b,1,1,3,4,2,651.674,6.7435,-6.7435,651.674,6.7435,-6.7435,1.0
3183,Kepler-192 c,2,1,3,4,2,651.674,6.7435,-6.7435,651.674,6.7435,-6.7435,1.0
3184,Kepler-192 d,3,1,3,4,2,651.674,6.7435,-6.7435,651.674,6.7435,-6.7435,1.0
3185,Kepler-1920 b,1,1,1,4,2,885.913,14.342,-14.342,885.913,14.342,-14.342,0.0
3186,Kepler-1921 b,1,1,2,4,2,928.989,15.253,-14.777,928.989,15.253,-14.777,0.0
3187,Kepler-1921 c,2,1,2,4,2,928.989,15.253,-14.777,928.989,15.253,-14.777,0.0
3188,Kepler-1922 b,1,1,1,4,2,1344.29,46.99,-46.99,1344.29,46.99,-46.99,0.0
3189,Kepler-1923 b,1,1,1,4,2,990.838,4.8765,-4.7835,990.838,4.8765,-4.7835,0.0
3190,Kepler-1924 b,1,1,1,4,2,1910.77,102.05,-102.05,1910.77,102.05,-102.05,0.0
3191,Kepler-1925 b,1,1,1,4,2,1771.31,81.0,-74.34,1771.31,81.0,-74.34,0.0
3192,Kepler-1926 b,1,1,1,4,2,667.405,27.745,-25.65,667.405,27.745,-25.65,0.0
3193,Kepler-1927 b,1,1,1,4,2,1091.0,24.72,-23.67,1091.0,24.72,-23.67,0.0
3194,Kepler-1928 b,1,1,1,4,2,326.362,2.473,-2.437,326.362,2.473,-2.437,0.0
3195,Kepler-1929 b,1,1,1,4,2,508.201,5.599,-5.48,508.201,5.599,-5.48,0.0
3196,Kepler-193 b,1,1,2,4,2,1009.1,22.9,-21.929,1009.1,22.9,-21.929,1.0
3197,Kepler-193 c,2,1,2,4,2,1009.1,22.9,-21.929,1009.1,22.9,-21.929,1.0
3198,Kepler-1930 b,1,1,1,4,2,275.694,1.166,-1.156,275.694,1.166,-1.156,0.0
3199,Kepler-1931 b,1,1,1,4,2,620.091,9.012,-8.763,620.091,9.012,-8.763,0.0
3200,Kepler-1932 b,1,1,1,4,2,713.733,13.178,-12.717,713.733,13.178,-12.717,0.0
3201,Kepler-1933 b,1,1,1,4,2,328.007,2.226,-2.197,328.007,2.226,-2.197,0.0
3202,Kepler-1934 b,1,1,1,4,2,428.514,4.34,-4.255,428.514,4.34,-4.255,0.0
3203,Kepler-1935 b,1,1,1,4,2,904.702,14.764,-14.305,904.702,14.764,-14.305,0.0
3204,Kepler-1936 b,1,1,1,4,2,871.096,11.41,-11.124,871.096,11.41,-11.124,0.0
3205,Kepler-1937 b,1,1,1,4,2,905.069,16.101,-15.558,905.069,16.101,-15.558,0.0
3206,Kepler-1938 b,1,1,1,4,2,421.152,4.639,-4.54,421.152,4.639,-4.54,0.0
3207,Kepler-1939 b,1,1,1,4,2,189.833,0.495,-0.492,189.833,0.495,-0.492,0.0
3208,Kepler-194 b,1,1,3,4,2,1097.97,28.77,-27.37,1097.97,28.77,-27.37,1.0
3209,Kepler-194 c,2,1,3,4,2,1097.97,28.77,-27.37,1097.97,28.77,-27.37,1.0
3210,Kepler-194 d,3,1,3,4,2,1097.97,28.77,-27.37,1097.97,28.77,-27.37,1.0
3211,Kepler-1940 b,1,1,1,4,2,798.595,15.783,-15.194,798.595,15.783,-15.194,0.0
3212,Kepler-1941 b,1,1,1,4,2,1494.39,47.23,-44.47,1494.39,47.23,-44.47,0.0
3213,Kepler-1942 b,1,1,1,4,2,842.492,20.931,-19.958,842.492,20.931,-19.958,0.0
3214,Kepler-1943 b,1,1,1,4,2,1004.55,17.1385,-17.1385,1004.55,17.1385,-17.1385,0.0
3215,Kepler-1944 b,1,1,1,4,2,1076.48,35.4,-33.25,1076.48,35.4,-33.25,0.0
3216,Kepler-1945 b,1,1,1,4,2,415.17,4.8765,-4.7835,415.17,4.8765,-4.7835,0.0
3217,Kepler-1946 b,1,1,1,4,2,1002.12,41.13,-38.067,1002.12,41.13,-38.067,0.0
3218,Kepler-1947 b,1,1,1,4,2,468.771,4.745,-4.652,468.771,4.745,-4.652,0.0
3219,Kepler-1948 b,1,1,1,4,2,193.903,1.445,-1.424,193.903,1.445,-1.424,0.0
3220,Kepler-1949 b,1,1,1,4,2,2617.35,178.575,-178.575,2617.35,178.575,-178.575,0.0
3221,Kepler-195 b,1,1,2,4,2,652.051,8.9,-8.668,652.051,8.9,-8.668,1.0
3222,Kepler-195 c,2,1,2,4,2,652.051,8.9,-8.668,652.051,8.9,-8.668,1.0
3223,Kepler-1950 b,1,1,1,4,2,697.253,12.4975,-12.4975,697.253,12.4975,-12.4975,0.0
3224,Kepler-1951 b,1,1,1,4,2,1277.32,27.41,-26.3,1277.32,27.41,-26.3,0.0
3225,Kepler-1952 b,1,1,1,4,2,852.062,4.8765,-4.7835,852.062,4.8765,-4.7835,0.0
3226,Kepler-1953 b,1,1,1,4,2,605.631,9.929,-9.619,605.631,9.929,-9.619,0.0
3227,Kepler-1954 b,1,1,1,4,2,1373.83,68.26,-62.19,1373.83,68.26,-62.19,0.0
3228,Kepler-1955 b,1,1,1,4,2,449.351,5.668,-5.53,449.351,5.668,-5.53,0.0
3229,Kepler-1956 b,1,1,1,4,2,360.468,3.771,-3.695,360.468,3.771,-3.695,0.0
3230,Kepler-1957 b,1,1,1,4,2,460.899,4.382,-4.382,460.899,4.382,-4.382,0.0
3231,Kepler-1958 b,1,1,1,4,2,1320.38,49.91,-46.46,1320.38,49.91,-46.46,0.0
3232,Kepler-1959 b,1,1,1,4,2,479.263,5.559,-5.435,479.263,5.559,-5.435,0.0
3233,Kepler-196 b,1,1,3,4,2,451.312,3.157,-3.115,451.312,3.157,-3.115,1.0
3234,Kepler-196 c,2,1,3,4,2,451.312,3.157,-3.115,451.312,3.157,-3.115,1.0
3235,Kepler-196 d,3,1,3,4,2,451.312,3.157,-3.115,451.312,3.157,-3.115,0.0
3236,Kepler-1960 b,1,1,1,4,2,1527.56,53.865,-53.865,1527.56,53.865,-53.865,0.0
3237,Kepler-1961 b,1,1,1,4,2,1042.45,37.4,-34.93,1042.45,37.4,-34.93,0.0
3238,Kepler-1962 b,1,1,1,4,2,866.826,19.003,-18.219,866.826,19.003,-18.219,0.0
3239,Kepler-1963 b,1,1,1,4,2,492.847,3.297,-3.255,492.847,3.297,-3.255,0.0
3240,Kepler-1964 b,1,1,1,4,2,415.17,4.8765,-4.7835,415.17,4.8765,-4.7835,0.0
3241,Kepler-1965 b,1,1,1,4,2,521.791,4.563,-4.563,521.791,4.563,-4.563,0.0
3242,Kepler-1966 b,1,1,1,4,2,484.601,14.365,-14.365,484.601,14.365,-14.365,0.0
3243,Kepler-1967 b,1,1,1,4,2,249.102,0.874,-0.868,249.102,0.874,-0.868,0.0
3244,Kepler-1968 b,1,1,1,4,2,750.93,22.109,-20.9,750.93,22.109,-20.9,0.0
3245,Kepler-1969 b,1,1,1,4,2,1204.54,44.24,-41.27,1204.54,44.24,-41.27,0.0
3246,Kepler-197 b,1,2,4,4,2,330.575,2.344,-2.312,330.575,2.344,-2.312,2.0
3247,Kepler-197 c,2,2,4,4,2,330.575,2.344,-2.312,330.575,2.344,-2.312,2.0
3248,Kepler-197 d,3,2,4,4,2,330.575,2.344,-2.312,330.575,2.344,-2.312,2.0
3249,Kepler-197 e,4,2,4,4,2,330.575,2.344,-2.312,330.575,2.344,-2.312,2.0
3250,Kepler-1972 b,1,1,2,4,2,287.339,2.098,-2.068,287.339,2.098,-2.068,0.0
3251,Kepler-1972 c,2,1,2,4,2,287.339,2.098,-2.068,287.339,2.098,-2.068,0.0
3252,Kepler-1976 b,1,1,1,10,2,1314.51,41.845,-41.845,1314.51,41.845,-41.845,1.0
3253,Kepler-1977 b,1,1,1,4,2,592.711,12.3435,-12.3435,592.711,12.3435,-12.3435,0.0
3254,Kepler-1978 b,1,1,1,4,2,865.512,20.214,-19.327,865.512,20.214,-19.327,0.0
3255,Kepler-1979 b,1,1,1,4,2,1076.27,36.16,-36.16,1076.27,36.16,-36.16,0.0
3256,Kepler-198 b,1,1,3,4,2,495.358,4.2465,-4.2465,495.358,4.2465,-4.2465,1.0
3257,Kepler-198 c,2,1,3,4,2,495.358,4.2465,-4.2465,495.358,4.2465,-4.2465,1.0
3258,Kepler-198 d,3,1,3,4,2,495.358,4.2465,-4.2465,495.358,4.2465,-4.2465,1.0
3259,Kepler-1980 b,1,1,1,4,2,1709.4,145.41,-124.6,1709.4,145.41,-124.6,0.0
3260,Kepler-1981 b,1,1,1,4,2,659.395,6.82,-6.684,659.395,6.82,-6.684,0.0
3261,Kepler-1982 b,1,1,1,4,2,558.855,7.448,-7.259,558.855,7.448,-7.259,0.0
3262,Kepler-1983 b,1,1,1,4,2,424.428,3.495,-3.439,424.428,3.495,-3.439,0.0
3263,Kepler-1984 b,1,1,1,4,2,415.17,4.8765,-4.7835,415.17,4.8765,-4.7835,0.0
3264,Kepler-1985 b,1,1,1,4,2,415.17,4.8765,-4.7835,415.17,4.8765,-4.7835,0.0
3265,Kepler-1986 b,1,1,1,4,2,912.085,30.4555,-30.4555,912.085,30.4555,-30.4555,0.0
3266,Kepler-1987 b,1,1,4,4,2,595.683,10.608,-10.249,595.683,10.608,-10.249,0.0
3267,Kepler-1987 c,2,1,4,4,2,595.683,10.608,-10.249,595.683,10.608,-10.249,0.0
3268,Kepler-1987 d,3,1,4,4,2,595.683,10.608,-10.249,595.683,10.608,-10.249,0.0
3269,Kepler-1987 e,4,1,4,4,2,595.683,10.608,-10.249,595.683,10.608,-10.249,0.0
3270,Kepler-1988 b,1,1,1,4,2,513.426,4.8765,-4.7835,513.426,4.8765,-4.7835,0.0
3271,Kepler-1989 b,1,1,1,4,2,1252.13,33.33,-31.68,1252.13,33.33,-31.68,0.0
3272,Kepler-199 b,1,1,2,4,2,521.054,4.228,-4.228,521.054,4.228,-4.228,1.0
3273,Kepler-199 c,2,1,2,4,2,521.054,4.228,-4.228,521.054,4.228,-4.228,1.0
3274,Kepler-1990 b,1,1,2,4,2,392.739,4.24,-4.152,392.739,4.24,-4.152,0.0
3275,Kepler-1990 c,2,1,2,4,2,392.739,4.24,-4.152,392.739,4.24,-4.152,0.0
3276,Kepler-1991 b,1,1,2,4,2,855.82,14.365,-13.906,855.82,14.365,-13.906,0.0
3277,Kepler-1991 c,2,1,2,4,2,855.82,14.365,-13.906,855.82,14.365,-13.906,0.0
3278,Kepler-1992 b,1,1,1,4,2,532.955,4.041,-4.041,532.955,4.041,-4.041,0.0
3279,Kepler-1993 b,1,1,1,4,2,1031.91,18.37,-18.37,1031.91,18.37,-18.37,0.0
3280,Kepler-1994 b,1,1,1,4,2,241.991,1.465,-1.448,241.991,1.465,-1.448,0.0
3281,Kepler-1995 b,1,1,1,4,2,595.331,9.508,-9.22,595.331,9.508,-9.22,0.0
3282,Kepler-1996 b,1,1,2,4,2,440.561,4.42,-4.334,440.561,4.42,-4.334,0.0
3283,Kepler-1996 c,2,1,2,4,2,440.561,4.42,-4.334,440.561,4.42,-4.334,0.0
3284,Kepler-1997 b,1,1,1,4,2,1502.34,67.15,-61.73,1502.34,67.15,-61.73,0.0
3285,Kepler-1998 b,1,1,1,4,2,340.965,2.539,-2.502,340.965,2.539,-2.502,0.0
3286,Kepler-1999 b,1,1,1,4,2,701.255,18.408,-17.505,701.255,18.408,-17.505,0.0
3287,Kepler-20 b,1,2,6,4,2,282.563,1.776,-1.753,282.563,1.776,-1.753,3.0
3288,Kepler-20 c,2,2,6,4,2,282.563,1.776,-1.753,282.563,1.776,-1.753,3.0
3289,Kepler-20 d,3,2,6,4,2,282.563,1.776,-1.753,282.563,1.776,-1.753,3.0
3290,Kepler-20 e,4,2,6,4,2,282.563,1.776,-1.753,282.563,1.776,-1.753,2.0
3291,Kepler-20 f,5,2,6,4,2,282.563,1.776,-1.753,282.563,1.776,-1.753,2.0
3292,Kepler-20 g,6,2,6,1,1,282.563,1.776,-1.753,282.563,1.776,-1.753,2.0
3293,Kepler-200 b,1,1,2,4,2,665.912,7.1445,-7.1445,665.912,7.1445,-7.1445,1.0
3294,Kepler-200 c,2,1,2,4,2,665.912,7.1445,-7.1445,665.912,7.1445,-7.1445,1.0
3295,Kepler-2000 b,1,1,2,4,2,320.588,3.651,-3.651,320.588,3.651,-3.651,0.0
3296,Kepler-2000 c,2,1,2,4,2,320.588,3.651,-3.651,320.588,3.651,-3.651,0.0
3297,Kepler-2001 b,1,1,2,4,2,776.55,20.136,-19.16,776.55,20.136,-19.16,0.0
3298,Kepler-2001 c,2,1,2,4,2,776.55,20.136,-19.16,776.55,20.136,-19.16,0.0
3299,Kepler-201 b,1,1,2,4,2,636.445,9.773,-9.488,636.445,9.773,-9.488,1.0
3300,Kepler-201 c,2,1,2,4,2,636.445,9.773,-9.488,636.445,9.773,-9.488,1.0
3301,Kepler-202 b,1,1,2,4,2,285.111,1.1135,-1.1135,285.111,1.1135,-1.1135,1.0
3302,Kepler-202 c,2,1,2,4,2,285.111,1.1135,-1.1135,285.111,1.1135,-1.1135,1.0
3303,Kepler-203 b,1,1,3,4,2,703.302,9.51,-9.51,703.302,9.51,-9.51,1.0
3304,Kepler-203 c,2,1,3,4,2,703.302,9.51,-9.51,703.302,9.51,-9.51,1.0
3305,Kepler-203 d,3,1,3,4,2,703.302,9.51,-9.51,703.302,9.51,-9.51,1.0
3306,Kepler-204 b,1,1,2,4,2,686.723,7.142,-7.0,686.723,7.142,-7.0,1.0
3307,Kepler-204 c,2,1,2,4,2,686.723,7.142,-7.0,686.723,7.142,-7.0,1.0
3308,Kepler-205 b,1,1,2,4,2,159.72,0.348,-0.347,159.72,0.348,-0.347,1.0
